Song Title,Lyrics
Famous Pipe Game,"[Produced by Deezle] <br> K-Dot Valentino <br> [Hook] <br> When I get up all in you <br> Tell your girlfriend I beat it up <br> So she can tell her friend I beat it up <br> So I can get some flame, up out my pipe game <br> (*laughs ) That's funny to me <br> Like a p**nstar <br> Now they know who I are <br> [Verse 1: Kendrick Lamar] <br> I was in high school <br> Met this little bad b**h <br> She had all the Jordan shoes <br> Hair in a ponytail <br> Earrings bamboo <br> I said no disrespect <br> Girl I want a sample <br> She said, “You don't know me yet” <br> I said, “What that got to do with it” <br> One week or nine months I'm still gon' hit it <br> Admit it, you're tempted, temptation is a motherf**er <br> Now let your guard down <br> I just wanna f** you <br> I'm hard right now <br> I put that on me <br> She giggled and said, “I'm full of curiosity <br> Well you know curiosity k**ed the cat <br> So as we walk home from school show me where you live at <br> Walked in, put the rubber on, then I k**ed that  <br>  <br>  <br>  <br> Walked out, she hopped on the phone, girl he did that <br> (*chuckles) <br> Her friend on the other end thinking how she gonna get a piece of him <br> Preach <br> Hook <br> [Verse 2: Ab-Soul] <br> Yeah, it's Ab-Soul <br> Used to f** on my momma's sofa <br> Them were the good old days but now a n***a older <br> I think back of when I chased that cat <br> Like a horny dog, n***a wet dreams and all <br> Waking up in cold sweat thinking bout them hoes, y'all <br> No holds barred I would go so hard <br> Sending b**hes notes in cla** (???) <br> Hoping she give me the mule yeah throw me that a** <br> I made her laugh <br> Maybe walk her home <br> Maybe get some dome <br> Like super bowl <br> Sunday and then I'm gone <br> Off to the next <br> Call her on the phone <br> This was before text <br> (?) and I we was on them chicks <br> Let them play the good role then we make them cake mix <br> That's a flip if you didn't know <br> Let the army hit those <br> Then she tell her girlfriend, then we let her join in"
Far From Here,"[Kendrick Lamar - singing] <br> A n***a so goddamn stressed out <br> I feel like f** everything right now <br> See I've been broke too long, can't find a job to save my life <br> But I'll be damned if I give 'em a handout <br> See my pride is one thing I will not put aside <br> I'm too proud to beg, I'm sorry Left Eye <br> If I don't make it in life, motherf**er I tried <br> What? Uh <br> [Chorus 1: Kendrick Lamar] <br> You ever feel like nobody never understands you but you? <br> Not your momma, your poppa, only person is you <br> Not your brother, your sister, the only person is you <br> You ever feel like nobody never understands you but you? <br> Nobody, nobody but you <br> So it feels like, like it's only you <br> [Chorus 2: Kendrick Lamar] <br> So I'm feeling like I want to, I want to <br> I want to, I want to go so far from here <br> Very, very far from here <br> I need to, I need to <br> I need to, I need to go so far from here <br> Very, very far from here <br> [Kendrick Lamar - singing] <br> It seems like, you can't win for losing <br> Whatever you're doing turns out to be ""what-are-you-doing?"" <br> Sitting pursuing, but your time will soon come  <br>  <br>  <br>  <br> Nobody knows the position that you in <br> But it's a million people out there that's going through the same thing <br> That feeling, hard to explain <br> When you just, just want to get away <br> Something like <br> [Chorus 1] <br> [Chorus 2] <br> [Schoolboy Q] <br> Away from it all <br> Take me out of Hell where only Heaven can visit <br> The smartest astronomers, they won't even see my vision <br> I'm stuck on the studio couch, now I'm thinking bout my daughter <br> Times is getting harder, another beat is slaughtered <br> Just press record or, seems like I need a mill' to keep my sh** in order <br> instead of problem solving <br> From my hat to my shoes, spirit laced with pride <br> Set some sh** aside to help me wipe my teary eyes <br> Reaching for the skies, pissing on a cloud <br> sh**ting on a bird's head, higher than a dread <br> as I fly through the galaxy, pain and the agony <br> Nothing is surrounding me, living my life <br> Though it's better to write <br> Configuring my style to the streets, bring dark to the light <br> So how you feel? My n***a, I keep it real <br> A Schoolboy soon to be star, Mr. Lamar <br> [Chorus 2]"
FEAR.,"[Intro] <br> (I don't think I can find a way to make it on this earth) <br> What’s up family, yeah it's yo cousin Carl man, just given' you a call man. I know you been havin’ a lot on yo mind lately and I know you feel like ya know people ain't been prayin' for you but you have to understand this man, that we are just people. Deuteronomy 28:28 says, ""The Lord shall smite thee with madness, and blindness, and astonishment of heart."" See family that's why you feel like you feel like you got a chip on your shoulder. Until you finally get the memo, you will always feel that way... <br> [Refrain] <br> Why God, why God do I gotta suffer? <br> Pain in my heart carry burdens full of struggle <br> Why God, why God do I gotta bleed? <br> Every stone thrown at you restin' at my feet <br> Why God, why God do I gotta suffer? <br> Earth is no more, why don't you burn this muf**a? <br> [Reversed Intro] <br> [Verse 1] <br> I beat yo' a**, keep talkin' back <br> I beat yo’ a**, who bought you that? <br> You stole it, I beat yo’ a** if you say that game is broken <br> I beat yo' a** if you jump on my couch <br> I beat yo’ a** if you walk in this house with tears in your eyes <br> Runnin' from poopoo and 'prentice <br> Go back outside, I beat yo' a** lil n***a <br> That homework better be finished, I beat yo’ a** <br> Yo' teachers better not be b**hin' 'bout you in cla** <br> That pizza better not be wasted, you eat it all <br> That TV better not be loud if you got it on <br> Them Jordans better not get dirty when I just bought 'em <br> Better not hear 'bout you humpin' on Keisha's daughter <br> Better not hear you got caught up, I beat yo' a** <br> You better not run to your father, I beat yo' a** <br> You know my patience runnin' thin <br> I got buku payments to make <br> County building's on my a** <br> Tryna take my food stamps away <br> I beat yo' a** if you tell them social workers he live here <br> I beat yo' a** if I beat yo' a** twice and you still here <br> Seven years old, think you run this house by yourself? <br> n***a, you gon' fear me if you don't fear no one else <br> [Chorus] <br> If I can smoke fear away, I roll that motherf**er up <br> And then I take two puffs <br> I'm high now, I'm high now <br> I'm high now, I'm high now <br> Life's a b**h, pull them panties to the side now <br> [Verse 2] <br> (Think I can prolly find a way to make it on this earth) <br> I'll prolly die anonymous <br> I'll prolly die with promises <br> I'll prolly die walkin' back home from the candy house <br> I'll prolly die 'cause these colors are standin' out <br> I'll prolly die because I ain't know Demarcus was snitchin' <br> I'll prolly die at these house parties, f**in' with b**hes <br> I'll prolly die from witnesses leavin' me false accused <br> I'll prolly die from thinkin' that me and your hood was cool <br> Or maybe die from pressin' the line, actin' too extra <br> Or maybe die because these smokers <br> Are more than desperate <br> I'll prolly die from one of these bats and blue badges <br> Body slammed on black and white paint, my bones snappin' <br> Or maybe die from panic or die from bein' too lax <br> Or die from waitin' on it, die 'cause I'm movin' too fast <br> I'll prolly die tryna buy weed at the apartments <br> I'll prolly die tryna diffuse two homies arguin' <br> I'll prolly die 'cause that's what you do when you're 17 <br> All worries in a hurry, I wish I controlled things <br> [Chorus] <br> If I could smoke fear away, I'd roll that mothaf**a up <br> And then I'd take two puffs <br> I've been hungry all my life <br> I'm high now, I'm high now <br> I'm high now, I'm high now <br> Life's a b**h, pull them panties to the side now, now  <br>  <br>  <br>  <br> [Verse 3] <br> When I was 27, I grew accustomed to more fear <br> Accumulated 10 times over throughout the years <br> My newfound life made all of me magnified <br> How many accolades do I need to block denial? <br> The shock value of my success put bolts in me <br> All this money, is God playin' a joke on me? <br> Is it for the moment and will he see me as Job? <br> Take it from me and leave me worse than I was before? <br> At 27, my biggest fear was losin' it all <br> Scared to spend money, had me sleepin' from hall to hall <br> Scared to go back to Section 8 with my mama stressin' <br> 30 shows a month and I still won't buy me no Lexus <br> What is an advisor somebody that's holdin' my checks? <br> Just to f** me over and put my finances in debt? <br> I read a case about Rihanna's accountant and wondered <br> How did the bad girl feel when she looked at them numbers? <br> The type of sh**'ll make me flip out <br> And just k** somethin', drill somethin' <br> Get ill and fill ratchets with a lil' somethin' <br> I practiced runnin' from fear, guess I had some good luck <br> At 27 years old, my biggest fear was bein' judged <br> How they look at me reflect on myself, my family, my city <br> What they say 'bout me reveal <br> If my reputation would miss me <br> What they see from me <br> Would trickle down generations in time <br> What they hear from me <br> Would make 'em highlight my simplest lines <br> [Verse 4] <br> I'm talkin' fear, fear of losin' creativity <br> I'm talkin' fear, fear of missin' out on you and me <br> I'm talkin' fear, fear of losin' loyalty from pride <br> 'Cause my DNA won't let me involve in the light of God <br> I'm talkin' fear, fear that my humbleness is gone <br> I'm talkin' fear, fear that love ain't livin' here no more <br> I'm talkin' fear, fear that it's wickedness or weakness <br> Fear, whatever it is, both is distinctive <br> Fear, what happens on Earth stays on Earth <br> And I can't take these feelings <br> With me so hopefully they disperse <br> Within fourteen tracks, carried out over wax <br> Searchin' for resolutions until somebody get back <br> Fear, what happens on earth stays on earth <br> And I can't take these feelings with me <br> So hopefully they disperse <br> Within fourteen tracks, carried out over wax <br> Wonderin' if I'm livin' through fear or livin' through rap <br> [Outro] <br> Damn <br> Goddamn you <br> Goddamn me <br> Goddamn us <br> Goddamn we <br> Goddamn us all <br> [Snippet] <br> Verse two says you only have I known of all the families of the earth, therefore I will punish you for all your iniquities. So until we come back to these commandments, until you come back to these commandments, we're gonna be in this place, we're gonna be under this curse. Because he said he's gonna punish us, the so-called Blacks, Hispanics, and Native American Indians, are the true children of Israel. We are the Israelites according to the Bible. The children of Israel, he's gonna punish us for our inequities. For our disobedience because we chose to follow other gods that aren't his son, so the Lord thy God chasten you. So just like your children, your own son, he's gonna chastise you because he loves you. So that's why we get chastised, that's why we're in the position we're in. Until we come back to these laws, statutes and commandments, and do what the Lord said, these curses are gonna be upon us. We're gonna be at a lower state in this life that we live here in today, in the United States of America. I love you, son, and I pray for you. God bless you, shalom"
FEEL.,"Ain't nobody prayin' for me <br> Ain't nobody prayin' for me <br> Ain't nobody prayin' for me <br> Ain't nobody prayin' for me <br> I feel like a chip on my shoulders <br> I feel like I'm losin' my focus <br> I feel like I'm losin' my patience <br> I feel like my thoughts in the basement <br> Feel like, I feel like you're miseducated <br> Feel like I don't wanna be bothered <br> I feel like you may be the problem <br> I feel like it ain't no tomorrow, f** the world <br> The world is endin', I'm done pretendin' <br> And f** you if you get offended <br> I feel like friends been overrated <br> I feel like the family been fakin' <br> I feel like the feelings are changin' <br> Feel like my daughter compromised and jaded <br> Feel like you wanna scrutinize how I made it <br> Feel like I ain't feelin' you all <br> Feel like removin' myself, no feelings involved <br> I feel for you, I've been in the field for you <br> It's real for you, right? sh**, I feel like— <br> Ain't nobody prayin' for me <br> Ain't nobody prayin' for me <br> Ain't nobody prayin' for me <br> Ain't nobody prayin' <br> I feel n***as been out of pocket <br> I feel n***as tappin' they pockets <br> I feel like debated on who the greatest can stop it <br> I am legend, I feel like all of y'all is peasants <br> I feel like all of y'all is desperate <br> I feel like all it take is a second to feel like <br> Mike Jordan whenever holdin' a real mic <br> I ain't feelin' your presence <br> Feel like I'ma learn you a lesson <br> Feel like only me and the music, though <br> I feel like your feelin' ain't mutual <br> I feel like the enemy you should know <br> Feel like the feelin' of no hope <br> The feelin' of bad dope  <br>  <br>  <br>  <br> A quarter ounce manipulated from soap <br> The feelin', the feelin' of false freedom <br> I'll force-feed 'em the poison that fill 'em up in the prison <br> I feel like it's just me <br> Look, I feel like I can't breathe <br> Look, I feel like I can't sleep <br> Look, I feel heartless, often off this <br> Feelin' of fallin', of fallin' apart with <br> Darkest hours, lost it <br> Fillin' the void of bein' employed with ballin' <br> Streets is talkin', fill in the blanks with coffins <br> Fill up the banks with dollars <br> Fill up the graves with fathers <br> Fill up the babies with bullsh** <br> Internet blogs and pulpit, fill 'em with gossip <br> I feel like this gotta be the feelin' what 'Pac was <br> The feelin' of an apocalypse happenin' <br> But nothin' is awkward, the feelin' won't prosper <br> The feelin' is toxic, I feel like I'm boxin' demons <br> Monsters, false prophets schemin' <br> Sponsors, industry promises <br> n***as, b**hes, honkies, crackers, Compton <br> Church, religion, token blacks, and bondage <br> Lawsuit visits, subpoena served in concert <br> f** your feelings, I mean this for imposters <br> I can feel it, the phoenix sure to watch us <br> I can feel it, the dream is more than process <br> I can put a regime that forms a Loch Ness <br> I can feel it, the scream that haunts our logic <br> I feel like say somethin', I feel like take somethin' <br> I feel like skatin' off, I feel like waitin' for 'em <br> Maybe it's too late for 'em <br> I feel like the whole world want me to pray for 'em <br> But who the f** prayin' for me? <br> Ain't nobody prayin' for me <br> Who prayin' for me? <br> Ain't nobody prayin'"
Fight The Feeling,"So watch 'em do the Macarena, somewhere out by Pasadena <br> Love a drug that everybody here just tryna get a taste of <br> You a waste of the space that you take up <br> Livin', this time around I'm not kiddin' <br> I had an intuition about these women and suspicions <br> Got me lookin' at you different, how I'm a man in my position <br> Can't stop slippin' down these slopes <br> Cause it's all just downhill from there <br> As a kid I didn't learn that, but now I'm aware <br> When you were young and you just tryna live your life and have some fun <br> In a world where you have yet to see how evil it's become <br> It's hard to have a dream when you deep inside of one <br> And I know you hate them spirits so I keep em in my lungs <br> I'm a Beatle to these young kids <br> But sometimes I be feelin' like a needle to these young kids <br> You had the world, you about to leave it to these young kids <br> And we gonna show you what the love is <br> [Chorus] <br> Stay high, go for what you know <br> Let it in your mental <br> And don't ever let it go <br> It won't stop! <br> You can't fight the feeling <br> You can't fight the feeling, no <br> Uh, and I keep a couple most dope homies by me <br> So there ain't too many times it's me, myself and Irene <br> We stay smokin' through the night wake up, do some Tai Chi <br> Homie can't you see I'm chillin? please don't f** up my Chi <br> Yea my jacket Y 3, recently been up on fashion <br> Waste a bunch of money, kinda stinks of sastisfaction <br> Fell asleep in Hollywood, woke up in Manhattan <br> Ballin' like I'm Jordan, but I'm fresh as Mars Blackmon <br>  <br>  <br>  <br> A penny for your thoughts, a dollar for your dreams <br> A price on an idea, we never can agree <br> They tell you what to know, but it's better to believe <br> So why you tryna act like what you never gonna be? <br> Still I tell em ""f** what you know, I'm feelin' comfortable"" <br> Just continue livin' life, cause enough of em don't <br> You spent your days countin' every single penny made <br> Store it now, cause we comin' for you anyways <br> [Chorus] <br> Sometimes I wake up, up in the mornin', make up breakfast <br> Practice wipping make up off my bed soon as she yawning <br> Take up hours out my day just do find power, sh** to say, but <br> You won't hear it, even if your ears was pierced with Beats by Dre <br> I mean, the sun is slowly fallin' <br> We all surely die eventually, so what's your callin'? <br> Oh, you left your phone behind? Identity <br> Crisis, break mirrors, vices steer us through wickedness <br> Jesus Christ is right near us and devil say you owe ten percent <br> Sold your soul, I know, sold your soul and you're hopeless <br> My focus, stare at elopin' on boats that float in the open <br> On oceans that coast the line on the margins I rhyme, chokin' <br> Or Soakin' up game, I'm hopin' <br> You peeped the second one, chain ,the emotional jealousy you're holdin' <br> You're telling me, That you're golden, but you're really cubic zirconium <br> Let me see, I'll break you down like a pound of fire whenever <br> But your tactics are mighty clever, but even if you Mayweather <br> You can't fight the feeling"
Flower Child,"[Verse 1: Nitty Scott] <br> Pardon my Bohemian ways <br> I know I act like I be stuck in a Bohemian daze <br> You said you love me, so don't rush me <br> Love is patient and now you gotta trust me <br> To take form, like the canvas of the Grand Canyon <br> Product of a beautiful storm or an unborn <br> Carried just below the heart <br> Quietly preparing for his start <br> Let me Michelangelo my Sistine Chapel <br> You know they say Rome wasn't built in a day <br> And diamonds need a while before they hit the display <br> So I guess I see myself in a similar way <br> I'm paced, like my momma in the kitchen whipping <br> Always mixing up and fixing <br> Begged her for a taste and she said it wasn't ready <br> She stir it up slow and she cook it up steady <br> This is not a race track, living in the ASAP <br> I'm just trying to do it justice when it play back <br> Sometimes I gotta stall the BPM <br> So I can weave these dreams and polish up these gems <br> In the end, I got love for the show biz <br> But sometimes you gotta stop and smell the roses <br> Keeping up with the Kardashians and Joneses <br> Nah, I take my time and compose this <br> [Hook] <br> They say greatness get better with time <br> They say concrete roses hard to find <br> Sit inside my room, and let these thoughts bloom <br> It's a secret garden in my mind <br> Flower child <br> [Verse 2: Nitty Scott] <br> Okay, buffering, creativity suffering <br> When you bustlin' hustlin' for the numbers and  <br>  <br>  <br>  <br> You missed the journey if you climbed too fast <br> The beauty of the struggle when it comes to pa** <br> Amateurs swear they need a balancer <br> I want that legendary like excalibur <br> Chasing calibers liberated as a bachelor <br> Traveler, never falling victim to these calendars <br> Rough draft after rough draft <br> No staff, perfecting on my abstract craft <br> And now they calling me celebrity <br> Only thing I give a damn about is my integrity <br> They play the game like checkers when I'm talking bout chess <br> Tryna do more when I'm talking bout less, I stress <br> Quantity ain't always quality <br> So let me formulate my prophecy <br> [Verse 3: Kendrick Lamar] <br> When the lights get low and you notice I am the sun <br> The winter time was snow but only little you know <br> I will still breathe, give me the keys <br> I'm resuscitating the game, see me in CPR <br> My name is a gun co*ked, gun shot <br> Dead and I won't stop <br> Gun co*ked, gun shot <br> Head in a pine box <br> With a dozen roses, hold this with a gift card <br> Gun co*ked, gun shot <br> Flowers on your momma's yard <br> [Hook] <br> [Outro: Nitty Scott] <br> They say greatness gets better with time <br> So why expedite my prime? <br> See I'm just a lilac tied to the earth <br> Exuding the fragrance of light and birth <br> So respect my photosynthesis <br> My petals, my stems, full of nourishing flow <br> You thought this was a love song, but no <br> I just need you to let me grow"
For Free?,"[Intro] <br> I don't know why you trying to go big, you ain't sh** <br> Walking around like you God's gift to Earth, you ain't sh** <br> You ain't even buy me no outfit for the fourth <br> I need that Brazilian, wavy, twenty eight inch, you playin' <br> I shouldn't be f**in' with you anyway, I need a baller a** n***a, boss a** n***a <br> You'se a off brand a** n***a, everybody know it, your homies know it, everybody f**in' know, don't call me no more <br> You won't know, you gonna lose on the good sh** <br> My other n***a is on, you off <br> What the f** is really going on? <br> [Verse] <br> This dick ain't free <br> You lookin' at me like it ain't a receipt <br> Like I never made end's meet, eatin' your leftovers and raw meat <br> This dick ain't free <br> Livin' in captivity raised my cap salary <br> Celery, tellin' me green is all I need <br> Evidently all I seen was spam and raw sardines <br> This dick ain't free <br> I mean baby <br> You really think we could make a baby named Mercedes without a Mercedes Benz and twenty four inch rims, five percent tint, and air conditioning vents <br> Hell f**in' naw <br> This dick ain't free <br> I need forty acres and a mule <br> Not a forty ounce and a pitbull <br>  <br>  <br>  <br> Bullsh**, matador, matador, had the door knockin', whose that? <br> Genital's best friend <br> This dick ain't free <br> Pity the fool that made the pretty in you prosper <br> Titty juice and p**y lips kept me up nauseous, kept me up watchin' <br> p**nos and poverty, apology? No <br> Watch you while it did with people less fortunate, like myself <br> Every do has it's day, now doggy style shall help <br> This sh** ain't free <br> Matter fact it need interest, matter fact it's nine inches <br> Matter fact see our friendship based on business <br> Pension, more pension, your pinchin', my consensus <br> Been relentless, f** forgiveness, f** your feelings <br> f** your sources, all distortion, if you f** it's more abortion <br> More divorce court and portion <br> My check with less endorsement left me dormant <br> Dusted, doomed, disgusted, forced with f** <br> You think is more sh**, porcelain pipes pressure, bust 'em twice <br> Choice is deaf, a state of decapitated the horseman <br> Oh America, you bad b**h i the picked cotton and made you rich <br> Now my dick ain't free <br> [Outro] <br> I'mma get my Uncle Sam to f** you up <br> You ain't no king"
For Free? (Interlude),"f** you, motherf**er, you a ho-a** n***a <br> I don't know why you trying to go big, n***a you ain't sh** <br> Walking around like you God's gift to Earth, n***a you ain't sh** <br> You ain't even buy me no outfit for the fourth <br> I need that Brazilian, wavy, twenty eight inch, you playin' <br> I shouldn't be f**in' with you anyway, I need a baller a**, boss a** n***a <br> You'se a off brand a** n***a, everybody know it, your homies know it, everybody f**in' know <br> f** you n***a, don't call me no more <br> You won't know, you gonna lose on a good b**h <br> My other n***a is on, you off <br> What the f** is really going on? <br> This dick ain't free <br> You lookin' at me like it ain't a receipt <br> Like I never made end's meet, eatin' your leftovers and raw meat <br> This dick ain't free <br> Livin' in captivity raised my cap salary <br> Celery, tellin' me green is all I need <br> Evidently all I seen was spam and raw sardines <br> This dick ain't free, I mean, baby <br> You really think we could make a baby named Mercedes without a Mercedes Benz and twenty four inch rims, five percent tint, and air conditioning vents <br> Hell f**in' naw, this dick ain't free <br> I need forty acres and a mule  <br>  <br>  <br>  <br> Not a forty ounce and a pitbull <br> Bullsh**, matador, matador, had the door knockin', let 'em in, who's that? <br> Genital's best friend, this dick ain't free <br> Pity the fool that made the pretty in you prosper <br> Titty juice and p**y lips kept me obnoxious, kept me up watchin' <br> p**nos and poverty, apology? No <br> Watch you volunteer it it while people less fortunate, like myself <br> Every dog has it's day, now doggy style shall help <br> This dick ain't free <br> Matter fact it need interest, matter fact it's nine inches <br> Matter fact see our friendship based on business <br> Pension, more pension, you're pinchin', my consensus <br> Been relentless, f** forgiveness, f** your feelings <br> f** your sources, all distortion, if you f** it's more abortion <br> More divorce courts and portion <br> My check with less endorsement left me dormant <br> Dusted, doomed, disgusted, forced with <br> f** you think is bullsh**, porcelain pipes pressure, bust 'em twice <br> Choice is deaf, a state of decapitated the horseman <br> Oh America, you bad b**h, I the picked cotton that made you rich <br> Now my dick ain't free <br> I'mma get my Uncle Sam to f** you up <br> You ain't no king"
For Sale?,"Whats wrong n***a? <br> I thought you was keeping it gangsta? <br> I thought this what you wanted? <br> They say if you scared go to church <br> But remember <br> He knows the bible too My baby when I get you get you get you get you <br> I'ma go head to ride with you <br> Smoking lokin' poking the deja till I'm idle with you <br> Cause I (want you) <br> Now baby when I'm riding here I'm riding dirty <br> Registration is out of service <br> Smoking lokin' drinking the potion you can see me swerving <br> Cause I (want you) <br> I want you more than you know I remember you took me to the mall last week baby <br> You looked me in my eyes about 4 5 times <br> Till I was hypnotized then you clarified <br> That I (want you) <br> You said Sherane ain't got nothing on Lucy <br> I said you crazy <br> Roses are red violets are blue but me and you both pushing up daisies if I (want you) My baby when I get you get you get you get you <br> I'ma go head to ride with you <br> Smoking lokin' poking the deja till I'm idle with you <br> Cause I (want you) You said to me <br> You said your name was Lucy <br> I said where's Ricardo? <br> You said oh no, not the show <br> Than you spit a little rap to me like this <br> When I turned 26 I was like oh sh** <br> You said to me <br> I remember what you said too, you said <br> ""My name is Lucy, Kendrick <br> You introduced me Kendrick <br> Usually I don't do this <br> But I see you and me Kendrick <br> Lucy give you no worries <br> Lucy got million stories  <br>  <br>  <br>  <br> About these rappers I came after when they was boring <br> Lucy gone fill your pockets <br> Lucy gone move your mama out of Compton <br> Inside the gi-gantic mansion like I promised <br> Lucy just want your trust and loyalty <br> Avoiding me? <br> It's not so easy I'm at these functions accordingly <br> Kendrick, Lucy don't slack a minute <br> Lucy work harder <br> Lucy gone call you even when Lucy know you love your Father <br> I'm Lucy <br> I loosely heard prayers on your first album truly <br> Lucy don't mind cause at the end of the day you'll pursue me <br> Lucy go get it, Lucy not timid, Lucy up front <br> Lucy got paper work on top of paper work <br> I want you to know that Lucy got you <br> All your life I watched you <br> And now you all grown up then sign this contract if that's possible"" Get you get you get you get you <br> I'ma go head to ride with you <br> Smoking lokin' poking the doja till I'm idle with you <br> Cause I (want you) <br> Now baby when I'm riding here I'm riding dirty <br> Registration is out of service <br> Smoking lokin' drinking the potion you can see me swerving <br> Cause I (want you) I remembered you was conflicted <br> Misusing your influence, sometimes I did the same <br> Abusing my power full of resentment <br> Resentment that turned into a deep depression <br> Found myself screamin' in the hotel room <br> I didn't wanna self destruct <br> The evils of Lucy was all around me <br> So I went runnin' for answers <br> Until I came home"
For Sale? (interlude),"[Intro] <br> Oh, oh, oh, oh, ohhhhhhhhhh-ohhh <br> Ohhhhh-ohhh-ohhh (Oooh, do-doo-do-doo-loo-doo-do-do) <br> (Wee-oooh) Oh, oh, oh, oh, ohhhhhhhhhh-ohhh <br> Ohhhhh-ohhh-{*heavy breathing*} <br> What's wrooooong, n***a? <br> I thought you was keepin it gaaaangsta? <br> I thought this what you waaaaanted? <br> They say if you scared, go to church <br> But remember... he knows the bible, too <br> [Chorus] <br> My baby when I getcha, getcha, getcha, getcha <br> I'ma go hit the throttle with you <br> Smokin, loc'n, pokin the doja 'til I'm idle with you <br> Cause I (want yoooooou....) <br> Now baby when I'm ridin here, I'm ridin dirty <br> Registration is out of service <br> Smokin, loc'n, drinkin the potion, you can see me swervin <br> Cause I (want yoooooou.... - I want you more than you know) <br> [Kendrick Lamar - spoken word style] <br> I remember you took me to the mall last week ba-BAAAAY! <br> You looked me in my eyes 'bout fo' or five times <br> 'Til I was hypnotized then you clarified that I (want yoooooou....) <br> You said Sherane ain't got nothin on Lucy, I said you cra-ZAY~! <br> Roses are red violets are blue, but me and you both pushing up daisies if I (want yoooooou....) <br> [Chorus] <br> [Kendrick Lamar] <br> You said to me... <br> You said your name was Lucy <br> I said, ""Where's Ricardo?"" You said, ""Oh no, not the show"" <br> Then you spit a lil' rap to me like this when I turned 26 I was like, ""Oh sh**~!"" <br> You said to me - I remember what you said, too - you said, <br> ""My name is Lucy, Kendrick, you introduced me, Kendrick  <br>  <br>  <br>  <br> Usually I dont do this but I see you and me, Kendrick <br> Lucy give you no worries, Lucy got million stories <br> About these rappers I came after when they was boring <br> Lucy gon' fill your pockets, Lucy gon' move your momma <br> out of Compton inside the gi-gantic mansion like I promised <br> Lucy just want your trust and loyalty, avoidin me? <br> It's not so easy, I'm at these functions accordingly <br> Kendrick, Lucy don't slack a minute, Lucy work harder <br> Lucy gon' call ya even when Lucy know you love your Father <br> I'm Lucy, I loosely heard prayers on your first album <br> Truly, Lucy don't mind cause at the end of the day you'll pursue me <br> Lucy go get it, Lucy not timid, Lucy up front <br> Lucy got paper work on top of paper work I want.. <br> you to know that Lucy got you, all your life I watched you <br> And now you all grown up then sign this contract if thats possible"" <br> [Chorus] <br> [Outro] <br> Oh, oh, oh, oh, ohhhhhhhhhh-ohhh <br> Ohhhhh-ohhh-ohhh (Oooh, do-doo-do-doo-loo-doo-do-do) <br> (Wee-oooh) Oh, oh, oh, oh, ohhhhhhhhhh-ohhh <br> Ohhhhh-ohhh-ohhh, ohhhhh-ohh-ohhh <br> Da-da-da-doom-du-dah-dah-day-um-die-yi-yiiiigh <br> Yigh...yi...yi...yi...yay... <br> {""I remembered you was conflicted, misusing your influence <br> Sometimes I did the same, abusing my power full of resentment <br> Resentment that turned into a deep depression <br> Found myself screamin in the hotel room <br> I didn't wanna self-destruct, the evils of Lucy was all around me <br> ...So I went runnin for answers, until I came home""}"
