Song Title,Lyrics
Erase,"(Hello) You changed a lot, your shorter hair <br> (Hello) Your thick makeup, you're like someone else <br> (Hello) I know that I mean nothing <br> To you now, I feel it <br> You'll forget me, whatever, I'll just meet another girl <br> I'll just meaninglessly meet another guy, it'll be typical <br> Don't look back so I can't hold onto you, no way yeah <br> I'm not that great of a person <br> Don't think too hard, no <br> Don't pretend to be nice <br> We always had that kind of love, don't say yeah <br> I'll erase my love for you (erase) you <br> I'll erase your number (erase) secretly <br> We can't ever be, no no, That's how we always were, yeah <br> (Good bye) I'm sick of the same words every time, babe <br> (Good bye) We got more and more careless <br> (Good bye) I know that I mean nothing <br> To you now, I feel it <br> You know that I've always been this kind of guy <br> I pretended to be innocent but I was always dirty  <br>  <br>  <br>  <br> We're not even gonna get married, what love? <br> You're just a toy that was in last season <br> I drink all night and party with another girl <br> Then in the morning, I throw it up, your photos and memories <br> I'll be wasted away like this <br> You will fall in love with another guy <br> I'm not that great of a person <br> Don't think too hard, no <br> Don't pretend to be nice <br> We always had that kind of love, don't say yeah <br> I'll erase my love for you (erase) you <br> I'll erase your number (erase) secretly <br> We can't ever be, no no, That's how we always were <br> (Bye bye) I secretly walked behind you <br> As your turned back grew darker <br> The farther you got <br> I thought of you more <br> Without even knowing, why, I keep missing you, bye <br> I'll erase my love for you (erase) you <br> I'll erase your number (erase) secretly <br> We can't ever be, no no, That's how we always were, yeah"
Experience/Ego d**h,"[Intro] <br> It's been a long time <br> [Hook] <br> Oh, here we go again, nice to meet ya <br> Remeet I mean, how ya been bruh? <br> I been lookin' down on ya from up here <br> It's a shame you took the elevator and now ya stuck there <br> Come here, we gotta talk about a few things <br> Your music, toothpicks used, you can do it <br> Tell me how ya been feelin' from the inside <br> Cuz I know you ain't the same since you been Intride <br> [Verse #1] <br> Intruder of the rulers of this little world <br> Givin riddles to the little ones, even little girls <br> Pitiful to the maximum, askin me what I actually do? <br> b**h I'm you, but when you realize I'm the non-rappin you <br> That's right, dead right, but you dead wrong <br> You nice but Tride sing the best song <br> West Side, Bed Stuy, whatever have you on <br> Will have you babblin' in Babylon, get yo acting on <br> I know you since was a little baby <br> Little crazy that you made it this far, on a day to day this far <br> Haters'll bake you a Mercedes when you make a star <br> Now the hatred is ya scared but you can't take it anymore <br> So guess who you gon run to <br> The one dude you call God, the sun luz in large skies <br> Ya lil fun group is dumb rude when you come through to roar rhymes <br> And when it comes to help you undo what you done, dudes wanna call fire <br> To me that sound like bullsh** <br> Back in ya head you wish them muf**as drown in a pool pit <br> You just don't have the balls to say it <br> You feel incarcerated, and I can help you if you oughta make me <br> To say the least, I hope you find peace <br> So don't mind me, I'm just a old friend  <br>  <br>  <br>  <br> [Hook] <br> Oh, here we go again, nice to meet ya <br> Remeet I mean, how ya been bruh? <br> I been lookin' down on ya from up here <br> It's a shame you took the elevator and now ya stuck there <br> Come here, we gotta talk about a few things <br> Your music, toothpicks used, you can do it <br> Tell me how ya been feelin' from the inside <br> Cuz I know you ain't the same since you been Intride <br> [Interlude] <br> It's been a long time <br> Since you been here <br> To talk to me [x2] <br> I missed ya, I missed ya, I missed ya <br> [Verse #2] <br> Hahaha guess who it is <br> That little voice inside yo head that make you shoot a b**h <br> You a student of my work, I'ma make you rob that collar <br> I'm make you take that turf, I'm make you make that gwappa <br> I'm a liar, I'm a thief, I'm who you supposed to be <br> I'm the luda to the cris, you the b**h behind my weave <br> See my steezy be my pleasy, keep me high under these trees <br> Get you bleeding when you need me, get you dead up in these streets <br> I'ma flee, I'm rob ya, take away that toddler <br> Shoot that muthaf**a if he cryin' bout his poppa <br> Get the money, spend the money, f** the b**hes, smoke some blunts <br> Ain't it funny how the hunnies be the snitches, dead c*nts <br> I forgot my memories, only feel the frequencies <br> Tryna figure out who is me is like figurin' out what's a G <br> f** is breathing? f** is talking? f** is walking? <br> f** is f**ing? I'm a muthaf**in' fetus out the womb <br> This world is haunting <br> [Outro] <br> I'm a <br> I'm a <br> I'm a born baby"
FeelTheRage,"[Hook: Lil Gnar] <br> Bring the rage, uh, I'ma bring the rage, uh <br> White girls in the hills love the c**aine, uh <br> Bring the rage, uh, I'ma bring the rage, uh <br> Getting tats in my skin just to feel the pain <br> Bring the rage, uh, I'ma bring the rage, uh <br> White girls in the hills love the c**aine <br> Bring the rage, uh, I'ma bring the rage, uh <br> Getting tats in my skin just to feel the pain <br> [Verse 1: Lil Gnar] <br> Blowing on the big gas, Octane <br> [?], boy, we stay in your lane <br> She just wanna f** with me, I got everything <br> She just wanna f** with me, I got everything <br> f** up on the gang, get some clout, b**h <br> s**ing on this dick might make you famous <br> Get on molly and put in her an*s <br> You can't tell me sh**, rockstar faded <br> Blacking out, pa**ing out daily <br> New whip, crash it, new hoes, pa** 'em <br> We don't smash 'em, cashin' <br> I get new money, I'm cashin', uh <br> She just wanna f** with me, high fashion <br> Look at this drip, high fashion <br> You can't keep up, high fashion <br> And I'm high as f**, I'm ashin' <br> [Hook: Lil Gnar] <br> Bring the rage, uh, I'ma bring the rage, uh <br> White girls in the hills love the c**aine, uh <br> Bring the rage, uh, I'ma bring the rage, uh <br> Getting tats in my skin just to feel the pain <br> Bring the rage, uh, I'ma bring the rage, uh  <br>  <br>  <br>  <br> White girls in the hills love the c**aine, uh <br> Bring the rage, uh, I'ma bring the rage, uh <br> Getting tats in my skin just to feel the pain <br> [Verse 2: Night Lovell] <br> (Sweet) <br> Walking through the alley like a bandit, aye <br> Made her pop that molly pill and now she dancing <br> I been on this sh** for 40 days, aye <br> Bring the rage, I'ma leave you in the cage <br> All these n***as talking crazy, I'ma put you on the page, b**h <br> Diamond chains got you riding on my dick, b**h <br> I don't do no talking, just smash, b**h <br> Leave a n***a dead in the side ditch <br> Oh, my bad, I just f**ed your mama in my bed <br> Tinted windows on the Beamer, I don't trust the feds <br> Spending all the money, high fashion <br> All my n***as 'round me, blowing on that gas and <br> 40 thousand out the bank, no ga**ing <br> Tunnel vision, all these n***as that I'm pa**ing <br> [Hook: Lil Gnar] <br> Bring the rage, uh, I'ma bring the rage, uh <br> White girls in the hills love the c**aine, uh <br> Bring the rage, uh, I'ma bring the rage, uh <br> Getting tats in my skin just to feel the pain <br> Bring the rage, uh, I'ma bring the rage, uh <br> White girls in the hills love the c**aine, uh <br> Bring the rage, uh, I'ma bring the rage, uh <br> Getting tats in my skin just to feel the pain <br> [Outro: Joji] <br> Harmonizing"
​foie,"[Verse: The Notorious B.I.G.] <br> It was all a dream <br> I used to read Word Up! magazine <br> Salt-n-Pepa and Heavy D up in the limousine <br> Hangin' pictures on my wall <br> Every Saturday Rap Attack, Mr. Magic, Marley Marl <br> I let my tape rock 'til my tape popped <br> Smoking weed on Bambu, sipping on Private Stock <br> Way back, when I had the red and black lumberjack <br> With the hat to match <br> Remember Rappin' Duke? Duh-ha, duh-ha <br> You never thought that hip hop would take it this far  <br>  <br>  <br>  <br> Now I'm in the limelight cause I rhyme tight <br> Time to get paid, blow up like the World Trade <br> Born sinner, the opposite of a winner <br> Remember when I used to eat sardines for dinner <br> For dinner <br> I used to eat sardines for dinner <br> Peace to Ron G, Brucey B, Kid Capri <br> Funkmaster Flex, Lovebug Starski <br> I'm blowing up like you thought I would <br> Call the crib, same number same hood <br> It's all good <br> And if you don't know, now you know, n***a"
From You,[Verse 1] <br> Gone like changing seasons <br> Alright <br> Alright <br> You sweared this is easy <br> Alright <br> Alright <br> [Refrain] <br> Falling from you <br> Falling from you <br> Falling from you <br> Falling from you <br> [Verse 2] <br> You said it was all in my mind <br> Running through the sugarcane <br> Stars in my eyes <br> I don't wanna believe about falling back <br>  <br>  <br>  <br> Running from the world an' I'm calling back <br> Hiding from the world in a cul-de-sac <br> Hiding from the world in a cul-de-sac <br> [Refrain] <br> Falling from you <br> Falling from you <br> Falling from you <br> Falling from you <br> [Refrain] <br> Falling from you <br> Falling from you <br> Falling from you <br> Falling from you
Generation Zzz,"[Verse 1] <br> So lemme start off by saying <br> I ain't healthy <br> But could you help me <br> Nah never <br> Never getting the, happy feelings back <br> n***a f** your tracks <br> n***a f** your plaques <br> Anybody tell me sh** then it's off with their heads <br> Had to get a little cancerous <br> Stolen this sh** from frank, george, pink guy what ever we call him next <br> Mental health not in it's best <br> State your purpose state your claims <br> I ain't never claimed sh** except I'm at least decent in this game <br> These motherf**ers better know my name <br> f** tryna get the fame <br> If it means being the dam same <br> I can't quite confide, if you haven't noticed I'm not quite sane <br> But you quite lame <br> Saying the same thing again and again <br> Like how many times can you tell us bout your b**hes and your money <br> Or use different adjectives to tell us how you stunting <br> But you getting paid huh, so I guess you the king sh** <br> But half you religious so imma throw it in your face Jesus' legacy didn't have a pretty penny b**h  <br>  <br>  <br>  <br> So where do you place yourself on the spectrum <br> Lyrics coming out the rectum <br> Along with the boujee sh** you dining on <br> Boom there's another f**en song <br> [Chorus] <br> Dear suicide <br> Let's have a ride <br> My worthy bride <br> Accompany me through the west side <br> [Verse 2] <br> I find it really odd <br> These morals you say are sent by your god <br> We'd get stabbed then be judged for bleeding <br> Guess we never leaving <br> Ignorance behind <br> Ignorance is all I find <br> If I end it all then I end it all <br> That's me never having to feel sh** again not that I'd say I feel much now <br> I'd like to make you all proud <br> But a wish don't mean sh** <br> Knife in your hand watch the wrists itch <br> You're gonna feel alone if you don't act happy <br> Gonna feel outcasted til you let that sh** build you a family <br> Condescending to all you mellow dramatics <br> That sh** ain't even worth the panic <br> Attacks man I can't even handle it! <br> (Dear suicide <br> Let's have a ride <br> My worthy bride <br> Accompany me through the west side)"
Head in the Clouds,"Out of reach <br> Out of time <br> Maybe I’m too high <br> Out of mind <br> Out of line <br> Almost lost my sight <br> I don’t know why I do this <br> I feel like I might lose you <br> Out of d**, out of love <br> So let’s compromise <br> The floor is raising, the sky is falling <br> The tides are turning, my eyes are burning <br> Head in the clouds <br> And I’m not coming down <br> I used to swim now I’m ready to sink <br> I wanna give you what I can not do <br> Oh, oh, oh, oh <br> Oh, oh, oh, oh <br> Hate our haze  <br>  <br>  <br>  <br> Different days <br> Maybe I’m too nice <br> In a maze, in a daze <br> How to read your signs <br> I knew that I was foolish <br> I was young and I was stupid <br> Never change, never take <br> There’s no compromise. <br> The floor is raising, the sky is falling <br> The tides are turning, my eyes are burning <br> Head in the clouds <br> And I’m not coming down <br> I used to swim now I’m ready to sink <br> I wanna give you what I can not do <br> Oh, oh, oh, oh <br> Oh, oh, oh, ohhh."
I Don't Wanna Waste My Time,"[Verse 1] <br> I don't wanna waste my time if I can't be by your side <br> You really shouldn't think about that if she can't see where you hide <br> We don't gotta talk about nothing nice if you wanna come down <br> But she don't gotta know 'bout nothing <br> But she don't gotta know... <br> [Chorus] <br> And if the stars collide, will she relieve my soul? <br> And when we feel alive I know she'll let me go <br> When you read my lips, I know you feel all cold <br> But I promise you my heart is made of gold  <br>  <br>  <br>  <br> [Verse 2] <br> I don't wanna waste my time if I can't make you decide <br> You're only on my mind when I need you <br> I don't need to know about what you do when the sun goes down <br> Cause I don't gotta know about nothing <br> Cause I don't gotta know... <br> [Chorus] <br> And if the stars collide, then she will leave my soul <br> When we feel alive I know she'll let me go <br> When you read my lips, I know you feel my cold <br> But I promise you my heart is made of gold"
I Know,"[Verse 1: Moon Man] <br> Ku Klux Klan, register, restore the peace <br> Here to remind you whites are still the majority <br> Black suit, head shaped like the moon <br> Here to let you know we ain't leaving any time soon <br> With the glory ahead, we may feel our eyes buffer <br> With the amount pain all the minorities suffer 'cause <br> [Hook: Sample, (Moon Man)] <br> I, know, that it would, be, so nice <br> (fantasizing 'cause) <br> I, know, that it would, be, so nice  <br>  <br>  <br>  <br> (I'm k**ing n******gs) <br> I, know, that it would, be, so nice <br> (to k** n******gs) <br> I, know, that it would, be, so nice <br> [Verse 2: Moon Man] <br> Pull up on their block, pull guns out my backpack <br> I run a n***a over, so I call his a** flat black <br> Three in the morning, my mouth's foaming <br> I capped 4 n******gs in their abdomen <br> [Outro: Sample] <br> I, know, that it would, be, so nice.."
I'm gonna wait,I'm gonna wait <br> I'm gonna wait <br> I'm gonna wait <br> I'm gonna wait (wait) <br> I'm gonna wait (wait) <br> I'm gonna wait <br> I'm gonna wait  <br>  <br>  <br>  <br> I'm gonna wait <br> I'm gonna wait (wait) <br> I'm gonna wait (wait) <br> I'm gonna wait <br> I'm gonna wait (wait)
IHATESIMPING,"[Verse 1: Advancers] <br> Man, my life changed when my momma pa**ed away <br> But the hole was filled with deep depression, man I struggled everyday <br> Drugs up in my system <br> Couldn't think of quitting anyway <br> Just being honest.. <br> I took ecstasy and dove headfirst in the mosh pit <br> And from then on I didn't know what to do with my life <br> Maybe go for the b**hes and maybe go for the thrive <br> But then I had to think about what I'm gonna do with my guys <br> Y'know? <br> My homies, my friends, the type of sh** that would save me <br> And I'm trying to tell you baby girl you're my baby <br> Man, she got me all up in my feelings highkey <br> I don't know what to do but.. <br> Man, this girl she cool like the Autumn breeze but hot like the Summer trees <br> Always got me on my knees saying ""baby, please"" <br> I'm pleading <br> I'm pleading on the way <br> Maybe get a ring for that sh** <br> Maybe.. <br> Look, I'm messing up on my verse <br> [Skit: Advancers & KRISISDEAD] <br> Alright, where I f**ed up I'll just tell you where to stop <br> Goddammit <br> [Verse 2: KRISISDEAD] <br> It all unfolded when I was just born <br> Young and dumb but emotions still untorn <br> Several years pa**ed and I was a little child of Mary  <br>  <br>  <br>  <br> The light in me faded but I don't dare to let it carry <br> Never had that feeling of being alone <br> Expectations bright and a reason to come home <br> The world of mine crumbled in a series of 4 years <br> The little happy spirit of mine crushed into splitting tears <br> Had about 2 by my side but they didn't help me much <br> Especially when one f**ed me over for not sharing my lunch <br> f** Holy Mary, I hate her name, I left her in anger <br> Not one ounce of regret left over I'm the one inside the manger <br> I guess that came back to bite me in the a** <br> My dad left in a fight and my favorite grandpa pa**ed <br> But life goes on, I didn't care to cut my wrist <br> I'll succeed no matter what, dedication young Kris! <br> As always, f** suicide and f** sadness <br> That sh** always makes me feel so pissed <br> Where's your struggle besides handling a f** boy twitter? <br> No love in my timeline I'm sick of seeing it, makes me jitter <br> And cringe and it makes me wanna strangle a b**h <br> Ghetto love is sick, where's the genuineness? <br> Where's the dedication instead of complacent subtweeting about your basic b**h? <br> Get a real love and not some weekend hookup for some tits <br> (gasp)"
