Song Title,Lyrics
Anyone Who Knows What Love Is,"Anyone <br> Anyone <br> Anyone <br> Anyone <br> You can blame me <br> Try to shame me <br> And still I’ll care for you <br> You can run around <br> Even put me down <br> Still I’ll be there for you <br> The world <br> May think I’m foolish <br> They can’t see you <br> Like I can <br> Oh but anyone <br> Who knows what love is <br> Will understand <br> Anyone <br> (Anyone) Oh yeah babe <br> Anyone <br> Anyone <br> (Anyone) I feel so sorry <br> (Anyone) For the ones <br> Who pity me  <br>  <br>  <br>  <br> (Anyone) ‘Cause they just don’t know <br> No they don’t (anyone) know what happiness a true love can be <br> I know <br> To ever let you go <br> Oh is more, is more <br> Than I could ever stand <br> Oh but anyone, anyone <br> Who knows what love is <br> Honey, will understand <br> Oh they (anyone) just don’t know <br> No they just (anyone) don’t know <br> Until they really love (anyone) <br> (Anyone) <br> Oh until they try love that one time…"
Ashley Wednesday,"[Verse 1] <br> I landed in London <br> At a quarter to noon <br> So excited to see her <br> Took a cab to her room <br> I know she's exquisite <br> So I had to visit <br> Pushed my back to the front of the door <br> And you wouldn't believe what I saw <br> [Chorus] <br> Ashley Wednesday <br> A spectacularly beautiful chick <br> With impeccable style and spectacular eyes <br> When we met, both of our souls clicked like a plug in a socket <br> Ashley Wednesday <br> Oh you hit me like a tonne of bricks <br> With illuminous hair and your sturdy teeth <br> I want our hearts to be joined at the hip so to speak  <br>  <br>  <br>  <br> [Verse 2] <br> I gotta know <br> What is your stance on marriage? <br> Girl I really gotta know <br> Cause we never talk about it <br> But now I am proposing <br> Get this girl some diamonds <br> Please freaking say yes girl <br> I'm an American man <br> This is my native land <br> But for you I'd summer in England <br> But I will not go to France <br> On that I take a stand <br> But I hope you'll take my hand <br> Both in life and marriage <br> Step into my carriage <br> We'll park inside my garage <br> And live inside my house <br> As husband and wife"
Autumn Leaves,The falling leaves <br> Drift by the window <br> The autumn leaves <br> Of red and gold <br> I see your lips <br> The summer kisses <br> The sunburned hands <br> I used to hold <br> Since you went away <br> The days grow long <br> And soon I'll hear <br> Old winter's song <br>  <br>  <br>  <br>  <br> But I miss you most of all <br> My darling <br> When autumn leaves <br> Start to fall <br> Since you went away <br> The days grow long <br> And soon I'll hear <br> Old winter's song <br> But I miss you most of all <br> My darling <br> When autumn leaves <br> Start to fall 
Back Stabbers,"Ooooh <br> (What they do!) <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) <br> All you fellows who have someone and you really care, yeah, yeah <br> Then it's all of you fellows who better beware, yeah yeah <br> Somebody's out to get your lady <br> A few of your buddies they sure look shady <br> Blades are long, clenched tight in their fist <br> Aimin' straight at your back <br> And I don't think they'll miss <br> (What they do!) <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers)  <br>  <br>  <br>  <br> I keep gettin' all these visits from my friends, yeah, what they doin to me <br> They come to my house again and again and again and again, yeah <br> So are they there to see my woman <br> I don't even be home but they just keep on comin' <br> What can I do to get on the right track <br> I wish they'd take some of these knives off my back <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) <br> Low down... dirty... <br> (What they do!) <br> (They smile in your face) <br> Smiling faces... smiling faces sometimes tell lies (Back stabbers) <br> (They smile in your face) <br> I don't need... low down, dirty ba*tards (Back stabbers)"
Backstabbers,"Oh (What they do!) <br> (They smile in your face) All the time they want to take your place <br> The back stabbers (back stabbers) <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) All you fellows who have someone and you really care, yeah, yeah <br> Then it's all of you fellas who better beware, yeah yeah <br> Somebody's out to get your lady <br> A few of your buddies they sure look shady <br> Blades are long, clenched tight in their fist <br> Aimin' right back at you <br> And I don't think they'll miss (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) I keep gettin' all these visits from my friends  <br>  <br>  <br>  <br> Yeah, what they doin' to me <br> They come to my house again and again and again and again, yeah <br> So are they there to see my woman <br> Don't even be home but they just keep on comin' <br> What can I do to get on the right track <br> I wish they'd take some of these knives off my back (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) <br> (They smile in your face) <br> All the time they want to take your place <br> The back stabbers (back stabbers) <br> (What they do!) <br> (They smile in your face) <br> Smiling faces, smiling faces sometimes tell lies (Back stabbers) <br> (They smile in your face) <br> I don't need, low down, dirty ba*tards (Back stabbers)"
Beginning,The beginning saw existence of a chosen dream <br> But then came pain <br> With energy striking on those she knew would uncover her lies <br> She knew she must destroy everything that we had prayed for <br> So she sent shameful claim in her lies <br> She wants us to be what's going on in her mind <br> Music takes you round and round and round and round and round <br> Hold on to the love <br> Hold on to the love <br> The music takes you round and round and round and round and round <br> Hold on to the love <br> Nah Nah Nah Nah <br> Hold on to the love <br> We are smiling <br> She wants us to be what's going on in her mind <br> If she is to take over she must prevent unity <br> But oh how cold her life must be <br> She knows she must destroy everything that we had prayed for <br> So here comes shameful claim in her lies <br> Music takes you round and round and round and round and round <br> Hold on to the love <br> Hold on to the love <br> Music takes you round and round and round and round and round <br> Hold on to the love  <br>  <br>  <br>  <br> Smiling again <br> Hold on to the love <br> Nah Nah Nah Nah <br> Hold on <br> Nah Nah Nah Nah <br> Hold on <br> Nah Nah Nah Nah <br> Nah Nah Nah Nah <br> Hold on <br> Nah Nah Nah Nah <br> Hold on <br> Hold on to the love <br> The music takes you round and round and round and round and round <br> Hold on to the love <br> Hold on to the love <br> Music takes you round and round and round and round and round <br> Hold on to the love <br> Hold on to the love <br> Hold on <br> Round and round and round and round and round <br> Hold on to the love <br> Go round go round but Hold on to love <br> Hold on to the love <br> Music takes you round and round and round and round and round <br> Hold on to the love <br> Go round <br> Go round <br> Hold on to the love <br> So hard for me to try and tell you how I feel <br> Ahno no no love <br> Go round <br> Gonna hold on <br> Go round yeah <br> But hold on to love <br> The music takes you round <br> It takes you round and round and round <br> But hold on to love <br> Hold on <br> Hold on to the love <br> Hold on <br> Hold on to the love
Best of Me,"You wore a gown that evening <br> That brought me to my knees <br> Never before could so much beauty <br> Have affected me <br> And I thought I needed no one <br> I had it all complete <br> Who would have thought that we could be? <br> But I guess not me <br> But you got the best of me, baby <br> When we don't try to understand <br> Our love, our love <br> You bring out the best in me, baby <br> When we don't try to understand <br> Our love, this love <br> The look in your eyes was lonely <br> As they're fallin' at your feet <br> (So many men at your feet) <br> Which lucky guy will hold your hand? <br> (I want your lovin' when I touch you, baby) <br> Well, it can't be me <br> (Well, it can't be me) <br> Oh, baby <br> But I am so tired of running <br> And I almost didn't see <br> You standing there without your fame <br> (I got your lovin' and I got you, baby) <br> As you reached for me <br> (I got your lovin' and I got you, baby)  <br>  <br>  <br>  <br> But you got the best of me, baby <br> When we don't try to understand <br> Our love, our love <br> You bring out the best in me, baby <br> When we don't try to understand <br> Our love, this love <br> You bring out the best in me, baby <br> If you're lookin' for love in this world <br> People say you will know <br> When you look the least <br> If you're dreamin' of love in this world <br> It will come <br> I believe, I believe <br> That you get the best of me, baby <br> When we don't try to understand <br> Our love, our love <br> You bring out the best in me, baby <br> When we don't try to understand <br> Our love, this love <br> But you bring out the best in me, baby <br> When we are standin' in the aisle <br> Our love, this love <br> You bring out the best in me, baby <br> When we don't try to understand <br> Our love, this love <br> I'm so tired of running <br> I'm so tired of running"
Big Time,"Touch the silver screen <br> And the dreams come alive <br> Brought that limousine <br> To the other side <br> Oh, too many things <br> I'm amazed what you do <br> You say, ""Honey, please <br> This is all for you"" <br> Now you say <br> ""Is everything right?"" <br> I say <br> ""Forget about tomorrow"" <br> This is the big time <br> It's the big time <br> It's the big time <br> You'll be just fine this time <br> This is the big time <br> Teacher said to me <br> You're incredibly dumb  <br>  <br>  <br>  <br> Alright, I could read <br> Just to prove you wrong <br> Now you say <br> ""Is everything right?"" <br> I smile <br> There was never doubt in my mind <br> 'Cause this is the big time <br> It's the big time <br> It's the big time <br> You'll be just fine this time <br> This is the big time <br> It's the big time <br> It's the big time <br> You'll be just fine this time <br> This is the big time <br> This is the big time <br> This is the big time <br> This is the big time..."
Bird Of Freedom,"Brother... <br> You can't lose that feeling, <br> You can't give your life away. <br> Like a bird of freedom, <br> You ain't got no dues to pay. <br> 'Cause they need you bad, <br> ...need you bad... <br> For what they never had. <br> ...never had... <br> I want you to know, <br> ...you to know... <br> That it's alright to flow. <br> ...alright to flow... <br> Yes it alright brother. <br> ....ooooh-oooh <br> Yes it alright <br> No-nooo. <br> Let your love shine brightly, <br> Let it burn right through my veins. <br> Brother... <br> Like that bird of freedom, <br> You ain't got no blues today. <br> Brother... <br> 'Cause they need you bad, <br> For what they never had, brother. <br> ...never had... <br> I want you to know, <br> ...you to know... <br> That it's alright to flow. <br> ...alright to flow... <br> Baby. <br> Away from everywhere. <br> Ooo, can't you see that they want ya, <br> They need ya, so bad baby.  <br>  <br>  <br>  <br> For what they never had, now. <br> ...never had... <br> I want you to know, <br> ...you to know... <br> That it's alright, <br> ...alright... <br> No it's alright, <br> Alright to flow. <br> Alright... <br> Oh brother, my brother. <br> Away from everywhere, no na na na. <br> Why would I stop you? <br> Why would I lie? <br> Why would I break this feeling? <br> When we're almost there. <br> Away from everywhere. <br> 'Cause I wouldn't do this <br> Lord if I tried. <br> Why would I break this feeling? <br> When we're almost there. <br> Away from everywhere. <br> 'Cause not in a million, <br> Lord if I tried. <br> Why can't I have you near me? <br> When we're almost there. <br> Away from everywhere. <br> Take to the skies and fly..... <br> ....Why can't we have this feeling? <br> Take to the skies and fly..... <br> ....Why must we stop this feeling? <br> ...oooohh..."
Blues In 'e',"The dark eyed, <br> brown haired lover, <br> From hard time Israel, <br> She's looking for a soul to take over, <br> She's looking for some love to sell. <br> The speed that we go is faster, <br> Than everything that's on my mind, <br> She's trained to touch your body, baby. <br> She's trained to blow your f**in' mind, <br> But you seem to hold on, <br> Hold on, <br> Hold on, <br> Hold on to the love. <br> Making love is just a fairy tale, <br> And all she ever wanted was to be herself, <br> Oh yeah. <br> Whoa yeah. <br> What, what, what is good for me, <br> Is good for her, <br> Is good for us in time. <br> Tame the transcendental meditation. <br> Oh, why. <br> Something in my mind is trying to tell me; <br> ""No it's not the way it's supposed to be, <br> If you want her, you're doomed."" <br> But you say, <br> Hold on, <br> Hold on, <br> Hold on to the love. <br> Baby, baby. <br> 'Cause making love is just a fairy tale,  <br>  <br>  <br>  <br> And all she ever wanted was to be herself. <br> Oah ho. <br> Oooa, we got them babies makin' babies. <br> And it's not too good a time, <br> For your love, baby. <br> For your love. <br> Oa-ha. <br> The dark eyed, brown haired lover <br> From hard time Israel, <br> Looking for a soul to take over, <br> Looking for some love to sell. <br> The speed that we go is faster, <br> Than anything in soul and mind, <br> Trained to touch your body, baby, <br> Trained to blow your f**in' mind, <br> But you say, <br> Hold on, <br> Hold on, <br> I say hold on, <br> I say hold on, <br> Hold on baby, <br> To the love, baby. <br> Oa-ho <br> Making love is just a fairy tale, <br> And I say that all you ever wanted was to be yourself. <br> Woa yeah, <br> Yeah, yeah <br> Yeah-ah <br> She's your lover, baby. <br> She's your lover. <br> She's your lover, baby. <br> Lover, <br> Lover, <br> Lover, <br> Aaahh."
Came See What Love Has Done,Seal <br> Miscellaneous <br> Came See What Love Has Done <br> Dadn dadn daa da-da <br> Dadn dadn daa da-da <br> Dadn dadn daa da-da <br> Come into the mornin' sun <br> And take a look what love has done <br> Oh what love has done <br> As I sing into a dream come true <br> I see what's there for me and you <br> For me and you <br> As we ride <br> On the strings of life and technicolour <br> Look over there <br> In the sky <br> You and I <br> Forget about the hate that made those wars <br> We fly free unscathed <br> And I know <br> That one fine day our sun will shine <br> Sun will shine <br> So walk into the writhin' sun <br> And take a look what love has done <br> What love has done  <br>  <br>  <br>  <br> I fear the dark <br> I face the dawn <br> And see what I once needed <br> So why can't I hold on to my ideas?? <br> Dadn daa da-doe doe-dn <br> A-da-da-daa dadn doe-da-doe <br> Dadn daa dadn-doe-n-doe <br> Nadn daa dadn doe-n doe <br> Nadn daa nadn daa doe-doe <br> Nadn daa nadn daa ndoe-oo <br> Dadnoe <br> Nadn daa nadn daa doe-doe <br> Nadn daa da-daa da doe <br> Nadn daa nadn daa ndoe-oo <br> Dadn doe <br> I believe in raw force <br> And I believe in love for all <br> I believe that'll never come <br> We will find it <br> We're gonna find it <br> So walk into the risin' sun <br> And take a look what love has done <br> Lo-oo-o-oo-ove has done
Can't Stop A River,"[Verse 1] <br> Gone are the days of my mistakes <br> I'd give everything, if everything is what it takes <br> I'll bring the sun and I would chase the rain <br> If I needed to <br> [Pre-Chorus] <br> But those [?] ways of mine <br> But I've been down that road so many times <br> And if you depend upon me <br> Then, baby, you'll see <br> [Chorus] <br> You can't stop the river from flowing to the sea <br> 'Causesome things just happen, like they're meant to be <br> And it doesn't matter where you are, or where you go or what you do <br> You can't stop my heart from loving you <br> [Verse 2] <br> There is a dream I keep alive <br> Wonderful and heavenly, I stand by your side your side <br> Bringing you all the colours love can spare <br> Just to be with you <br> [Pre-Chorus] <br> And there may be times when I <br> Should have been there to hold you through the night  <br>  <br>  <br>  <br> And if you depend upon me <br> Then, baby, you'll see <br> [Chorus] <br> You can't stop the river from flowing to the sea <br> 'Cause some things just happen, like they're meant to be <br> And it doesn't matter where you are, or where you go or what you do <br> You can't stop my heart from loving you <br> [Bridge] <br> I've been miles away <br> But I'm paying my dues <br> But don't worry, I won't blame you for a minute, no way no <br> I won't blame you this time, please <br> [Chorus] <br> You can't stop the river from flowing to the sea <br> 'Cause some things just happen, like they're meant to be <br> And it doesn't matter where you are, or where you go or what you do <br> You can't stop my heart, no way <br> No, you can't stop my heart, no way, babe <br> You can't stop my heart from loving you"
Christmas Song (Chestnuts Roasting),"Chestnuts roasting on an open fire <br> Jack Frost nipping at your nose <br> Yuletide carols being sung by a choir <br> And folks dressed up like Eskimos <br> Everybody knows a turkey and some mistletoe <br> Help to make the season bright <br> Tiny tots with their eyes all aglow <br> Will find it hard to sleep tonight <br> They know that Santa's on his way <br> He's loaded lots of toys and goodies on his sleigh <br> And every mother's child is gonna spy  <br>  <br>  <br>  <br> To see if reindeer really know how to fly <br> So I'm offering this simple phrase <br> To kids from one to ninety-two <br> Although it's been said many times, many ways <br> Merry Christmas to you <br> So I'm offering this simple phrase <br> To kids from one to ninety-two <br> Although it's been said many times, many ways <br> Merry Christmas <br> Merry Christmas <br> Merry Christmas to you"
Color,"Colour fades away <br> With a light descending on the day <br> Midnight sees your friend <br> Oh could you call his name <br> Would you know his name <br> Well I dream so bold <br> But, God only knows colour fades away <br> Good times here today <br> Meanwhile you could say, I close my eyes <br> Colour fades away <br> Now tell me who are you for anyway <br> Midnight sees your face <br> Will it be a beginning in the end  <br>  <br>  <br>  <br> Now God only knows <br> What we've put in that paint <br> God only knows colour fades away <br> Good times here today, almost every day <br> Meanwhile you would say, I close my eyes <br> And dream of only yesterday <br> Colour fades away <br> Good time here today, almost everyday <br> Meanwhile you could say that I close my eyes <br> That I've closed my eyes <br> Colour fades to gray <br> Midnight"
