Song Title,Lyrics
Bored,"[Verse 1] <br> The games you played were never fun <br> You’d say you’d stay but then you’d run <br> [Pre-Chorus] <br> Giving you what you’re begging for <br> Giving you what you say I need <br> I don’t want any settle scores <br> I just want you to set me free <br> Giving you what you’re begging for <br> Giving you what you say I need, say I need <br> [Chorus] <br> I’m not afraid anymore <br> What makes you sure you’re all I need? <br> Forget about it <br> When you walk out the door and leave me torn <br> You’re teaching me to live without it <br> Bored, I’m so bored, I’m so bored, so bored <br> [Verse 2] <br> I’m home alone, yeah, God knows where <br> I hope you don’t think that sh**’s fair <br> [Pre-Chorus] <br> Giving you all you want and more <br> Giving you every piece of me <br> But I will never can afford <br> I just want you to love for free  <br>  <br>  <br>  <br> Can’t you see that I’m getting bored? <br> Giving you every piece of me, every piece of me <br> [Chorus] <br> I’m not afraid anymore <br> What makes you sure you’re all I need? <br> Forget about it <br> When you walk out the door and leave me torn <br> You’re teaching me to live without it <br> I’m so bored, I’m so bored, so bored <br> [Pre-Chorus] <br> Giving you what you’re begging for <br> Giving you what you say I need <br> I don’t want any settle scores <br> I just want you to set me free <br> Giving you what you’re begging for <br> Giving you what you say I need, say I need <br> [Chorus] <br> I’m not afraid anymore <br> What makes you sure you’re all I need? <br> Forget about it <br> And when you walk out the door and leave me torn <br> You’re teaching me to live without it"
Boy,"[Verse 1] <br> My boy's been sus <br> He was shady as f** <br> But now he's just a shadow <br> My boy loves his friends <br> Like I love my split ends <br> And by that I mean he cuts them off <br> [Chorus] <br> My boy, my boy, my boy <br> Don't love me like a ghost <br> My boy, my boy, my boy <br> He and me sure as hell ain't lost <br> [Verse 2] <br> My boy's been sus <br> And he can't know how to gas <br> He just sounds like he's trying to be his father <br> My boy's an ugly crier <br> But he's such a pretty liar <br> And by that I mean he said he changed  <br>  <br>  <br>  <br> [Chorus] <br> My boy, my boy, my boy <br> Don't love me lke a ghost <br> My boy, my boy, my boy <br> He and me sure as hell ain't lost <br> My boy, my boy, my boy <br> Don't love me lke a ghost <br> My boy, my boy, my boy <br> He and me sure as hell ain't lost <br> [Outro] <br> He want me to be wise <br> Well then you gotta be mine <br> And if you want a good girl, then goodbye <br> He want me to be wise <br> Well then you gotta be mine <br> And if you want a good girl, then goodbye"
Bury A Friend,"Billie <br> What do you want from me? Why don't you run from me? <br> What are you wondering? What do you know? <br> Why aren't you scared of me? Why do you care for me? <br> When we all fall asleep, where do we go? <br> (Come here) <br> Say it, spit it out, what is it exactly <br> You're payin'? Is the amount cleanin' you out? Am I satisfactory? <br> Today, I'm thinkin' about the things that are deadly <br> The way I'm drinkin' you down <br> Like I wanna drown, like I wanna end me <br> Step on the gla**, staple your tongue (Ahh) <br> Bury a friend, try to wake up (Ah-ahh) <br> Cannibal cla**, k**ing the son (Ahh) <br> Bury a friend, I wanna end me <br> I wanna end me <br> I wanna, I wanna, I wanna... end me <br> I wanna, I wanna, I wanna... <br> What do you want from me? Why don't you run from me? <br> What are you wondering? What do you know? <br> Why aren't you scared of me? Why do you care for me? <br> When we all fall asleep, where do we go? <br> (Listen) <br> Keep you in the dark, what had you expected? <br> Me to make you my art and make you a star  <br>  <br>  <br>  <br> And get you connected? <br> I'll meet you in the park, I'll be calm and collected <br> But we knew right from the start that you'd fall apart <br> 'Cause I'm too expensive <br> It's probably somethin' that shouldn't be said out loud <br> Honestly, I thought that I would be dead by now (Wow) <br> Calling security, keepin' my head held down <br> Bury the hatchet or bury a friend right now <br> For the debt I owe, gotta sell my soul <br> 'Cause I can't say no, no, I can't say no <br> Then my limbs all froze and my eyes won't close <br> And I can't say no, I can't say no <br> (Careful) <br> Step on the gla**, staple your tongue (Ahh) <br> Bury a friend, try to wake up (Ah-ahh) <br> Cannibal cla**, k**ing the son (Ahh) <br> Bury a friend, I wanna end me <br> I wanna end me <br> I wanna, I wanna, I wanna... end me <br> I wanna, I wanna, I wanna... <br> What do you want from me? Why don't you run from me? <br> What are you wondering? What do you know? <br> Why aren't you scared of me? Why do you care for me? <br> When we all fall asleep, where do we go?"
Come Out And Play,"Wake up and smell the coffee <br> Is your cup half full or empty? <br> When we talk, you say it softly <br> But I love it when you're awfully quiet, quiet <br> You see a piece of paper <br> Could be a little greater <br> Show me what you could make her <br> You'll never know until you try it <br> You don't have to keep it quiet <br> And I know it makes you nervous <br> But I promise you, it's worth it <br> To show 'em everything you kept inside <br> Don't hide, don't hide <br> Too shy to say, but I hope you stay  <br>  <br>  <br>  <br> Don't hide away <br> Come out and play <br> Look up, out of your window <br> See snow, won't let it in though <br> Leave home, feel the wind blow <br> ‘Cause it's colder here inside in silence <br> You don't have to keep it quiet <br> Yeah, I know it makes you nervous <br> But I promise you, it's worth it <br> To show 'em everything you kept inside <br> Don't hide, don't hide <br> Too shy to say but I hope you stay <br> Don't hide away <br> Come out and play"
Copycat,"Don't be cautious, don't be kind <br> You committed, I'm your crime <br> Push my bu*ton anytime <br> You got your finger on the trigger, but your trigger finger's mine.(copycat) <br> Silver dollar, golden flame <br> Dirty water, poison rain <br> Perfect murder, take your aim <br> I don't belong to anyone, but everybody knows my name. <br> By the way, you've been uninvited <br> ‘Cause all you say are all the same things I did. <br> Copycaaat trying to cop my manner <br> Watch your back when you can't watch mine <br> Copycaaat trying to cop my glamor <br> Why so sad bunny you can't have mine? <br> Call me calloused, call me cold <br> You're italic, I'm in bold <br> Call me co*ky, watch your tone <br> You better love me, 'cause you're just a clone. <br> By the way, you've been uninvited  <br>  <br>  <br>  <br> ‘Cause all you say are all the same things I did. <br> Copycat trying to cop my manner <br> Watch your back when you can't watch mine <br> Copycat trying to cop my glamor <br> Why so sad bunny you can't have mine? <br> I would hate to see you go <br> Hate to be the one that told you so <br> You just crossed the line <br> You've run out of time <br> I'm so sorry, now you know <br> Sorry I'm the one that told you so. <br> Sorry, sorry, I'm sorry, sorry <br> Psych! <br> By the way, you've been uninvited <br> ‘Cause all you say are all the same things I did. <br> Copycat trying to cop my manner <br> Watch your back when you can't watch mine <br> Copycat trying to cop my glamor <br> Why so sad when you can't have mineee?"
daddy**,"[Billie Eilish] <br> Make me sad, boy <br> But look who's sad, daddy <br> [MadeinTYO] <br> [?] or a kisses (I would) <br> Wanna lay down with your misses (Oh yeah)  <br>  <br>  <br>  <br> Wanna hear your heartbeat, listen (Alright) <br> When we apart we--"
Everybody Dies,"Everybody dies <br> Surprise surprise <br> We tell each other lies <br> Sometimes we try <br> To make it feel like <br> We might be right <br> We might not be alone <br> Be alone <br> ""Everybody dies"" <br> That's what they say <br> And maybe in a couple hundred years <br> They'll find another way <br> I just wonder why you'd wanna stay <br> If everybody goes <br> You'd still be alone <br> I don't wanna cry <br> Some days I do, but not about you <br> It's just a lot to think about  <br>  <br>  <br>  <br> The world I'm used to <br> The one I can't get back <br> At least not for a while <br> I sure have a knack for seeing life more like a child <br> It's not my fault <br> It's not so wrong to wonder why <br> Everybody dies <br> And when will I? <br> You oughta know <br> That even when it's time <br> You might not wanna go <br> But it's okay to cry <br> And it's alright to fold <br> But you are not alone <br> And you are not unknown"
Ex Files,"[Intro] <br> I’ll give you wider space <br> Go ahead, add my case to your x files <br> [Verse 1] <br> Mama said “be kind” <br> But that’s not what I like <br> You can take your time <br> Don’t try to take mine <br> Mama said “be kind” <br> But that’s not what I like <br> You can take your time <br> But don’t try to take mine, yeah <br> [Chorus] <br> Got to many numbers <br> Too many lovers <br> So many others <br> Take your play <br> Got to many numbers <br> Too many lovers <br> So many others <br> Take your play <br> [Bridge] <br> I’ll give you wider space <br> Go ahead, add my case to your x files <br> [Verse 2] <br> Daddy said “be safe” <br> But I like to get paid  <br>  <br>  <br>  <br> You can call me names <br> I like to take plane <br> Daddy said “be safe” <br> But I like to get paid <br> You can call me names <br> ‘Cause I can take a plane, yeah <br> [Chorus] <br> Got to many numbers <br> Too many lovers <br> So many others <br> Take your play <br> Got to many numbers <br> Too many lovers <br> So many others <br> Take your play <br> [Bridge] <br> I’ll give you wider space <br> Go ahead, add my case to your x files <br> Another comeback town, leave you [?] <br> No more x files <br> [Outro] <br> You don’t need ’em <br> You don’t need ’em <br> Just a little <br> You don’t need ’em <br> You don’t need ’em <br> You don’t need ’em <br> Just a little"
Fingers Crossed,"[Verse 1] <br> In the end, when they're all gone <br> When the world is silent and the days are long <br> Just you and I, we'll be alive <br> We made it on our own <br> [Chorus] <br> 'Cause everybody makes it 'till they don't <br> And everybody wants to think they won't <br> 'Cause everybody makes it 'till they don't <br> And everybody seems to think they won't, they won't, they won't, they won't <br> [Verse 2] <br> Baby, I'm still alive but my heart is beating slow <br> Baby, tell me I gotta know  <br>  <br>  <br>  <br> Are you okay? You seem too far gone <br> Infected, standing there all alone <br> [Chorus] <br> 'Cause everybody makes it 'till they don't <br> And everybody wants to think they won't <br> And everybody makes it 'till they don't <br> And everybody seems to think they won't, they won't, they won't, they won't <br> [Post-Chorus] <br> The best of me, the best of me is you <br> The best of me, the best of me was you <br> [Outro] <br> Whoa, whoa, whoa, whoa <br> Ladum, badum, mmmm"
Getting Older,"I'm getting older <br> I think I'm aging well <br> I wish someone had told me, I'd be doing this by myself <br> There's reasons that I'm thankful <br> There's a lot I'm grateful for <br> But it's different when a stranger's always waiting at your door <br> Which is ironic <br> 'Cause the strangers seem to want me more than anyone before (Anyone before) <br> Too bad, they're usually deranged <br> Last week, I realized I crave pity, when I retell a story <br> I make everything sound worse <br> Can't shake the feeling that I'm just bad at healing <br> And maybe that's the reason every sentence sounds rehearsed <br> Which is ironic <br> Because when I wasn't honest, I was still being ignored (Lying for attention just to get neglection) <br> Now we're estranged <br> Things I once enjoyed <br> Just keep me employed now <br> Things I'm longing for, someday, I'll be bored of  <br>  <br>  <br>  <br> It's so weird <br> That we care so much, until we don't <br> I'm getting older <br> I've got more on my shoulders <br> But I'm getting better at admitting when I'm wrong <br> I'm happier than ever <br> At least that's my endeavor <br> To keep myself together and prioritize my pleasure <br> 'Cause to be honest <br> I just wish that, what I promise would depend on what I'm given (Not on his permission, wasn't my decision) <br> To be abused <br> Things I once enjoyed <br> Just keep me employed now <br> Things I'm longing for, someday, I'll be bored of <br> It's so weird <br> That we care so much, until we don't <br> But next week <br> I hope I'm somewhere laughing, for anybody asking <br> I promise I'll be fine <br> I've had some trauma, did things I didn't wanna, was too afraid to tell ya, but now I think it's time"
GOLDWING,"""He Hath Come To The Bosom Of His Beloved"" <br> ""Smiling On Him, She Beareth Him To Highest Heav'n"" <br> ""With Yearning Heart On Thee We Gaze O' Gold Wing'd Messenger Of Mighty Gods"" <br> Gold winged <br> Angel <br> Go home <br> Don't tell <br> Anyone <br> What you are, you're sacred <br> And they're starved, and their art <br> Is getting dark, and there you are to tear apart <br> Tear apart, tear apart, tear apart  <br>  <br>  <br>  <br> You better keep your head down <br> Better keep your head down <br> They're gonna' tell you what you wanna hear, then they're gonna disappear <br> Gonna' claim you like a souvenir <br> Just to sell you in a year <br> You better keep your head down <br> Keep your head down <br> Better keep your head down <br> Keep your head down <br> That's good"
Goodbye,"Please, please <br> Don't leave﻿ me be <br> It's not true <br> Take me to the rooftop <br> Told you not to worry <br> What do you want from me? <br> Don't ask questions <br> Wait a minute <br> Don't you know I'm no good for you?  <br>  <br>  <br>  <br> Baby, I don't feel so good <br> And all the good girls go ﻿to Hell <br> Bite my tongue, bide my time <br> What is it about them? <br> I'm the bad guy"
Halley's Comet,"I don't want it <br> And I don't want to want you <br> But in my dreams, I seem to be more honest <br> And I must admit you've been in quite a few <br> Halley's Comet <br> Comes around more than I do <br> But you're all it takes for me to break a promise <br> Silly me to fall in love with you <br> I haven't slept since Sunday <br> Midnight for me is 3 AM for you <br> But my sleepless nights are better <br> With you than nights could ever be alone  <br>  <br>  <br>  <br> I was good at feeling nothing, now I'm hopeless <br> What a drag to love you like I do <br> I've been loved before, but right now, in this moment <br> I feel more and more like I was made for you <br> For you <br> I'm sitting in my brother's room <br> Haven't slept in a week <br> Or two (Or two) <br> I think I might have fallen in love <br> What am I to do?"
Happier Than Ever,"[Chorus] <br> When I'm away from you <br> I'm happier than ever <br> Wish I could explain it better <br> I wish it wasn't true <br> [Verse 1] <br> Give me a day or two to think of something clever <br> To write myself a letter <br> To tell me what to do, mm-mm <br> Do you read my interviews? <br> Or do you skip my avenue? <br> When you said you were passin' through <br> Was I even on your way? <br> I knew when I asked you to (When I asked you to) <br> Be cool about what I was tellin' you <br> You'd do the opposite of what you said you'd do (What you said you'd do) <br> And I'd end up more afraid <br> Don't say it isn't fair <br> You clearly werеn't aware that you made me misеrable <br> So if you really wanna know <br> [Chorus] <br> When I'm away from you (When I'm away from you) <br> I'm happier than ever (Happier than ever) <br> Wish I could explain it better (Wish I could explain it better) <br> I wish it wasn't true, mm-mm <br> [Verse 2] <br> You call me again, drunk in your Benz <br> Drivin' home under the influence <br>  <br>  <br>  <br> You scared me to death, but I'm wastin' my breath <br> 'Cause you only listen to your fu*kin' friends <br> I don't relate to you <br> I don't relate to you, no <br> 'Cause I'd never treat me this sh*tty <br> You made me hate this city <br> [Verse 3] <br> And I don't talk sh*t about you on the internet <br> Never told anyone anything bad <br> 'Cause that sh*t's embarrassing, you were my everything <br> And all that you did was make me fu*kin' sad <br> So don't waste the time I don't have <br> And don't try to make me feel bad <br> I could talk about every time that you showed up on time <br> But I'd have an empty line 'cause you never did <br> Never paid any mind to my mother or friends <br> So I shut 'em all out for you 'cause I was a kid <br> [Outro] <br> You ruined everything good <br> Always said you were misunderstood <br> Made all my moments your own <br> Just fu*kin' leave me alone, yeah (fu*k you) <br> (Ah) <br> (Goddamn) <br> (Ah) <br> (fu*k you) <br> (fu*k you)"
Hostage,"[Verse 1] <br> I wanna be alone <br> Alone with you, does that make sense? <br> I wanna steal your soul <br> And hide you in my treasure chest <br> [Verse 2] <br> I don’t know what to do <br> To do with your kiss on my neck <br> I don’t know what feels true <br> But this feels right so stay a sec <br> Yeah, you feel right so stay a sec <br> [Chorus] <br> And let me crawl inside your veins <br> I’ll build a wall if you are ball and chain <br> It’s not like me to be so mean <br> You’re all I want <br> Just let me hold you like a hostage <br> [Verse 3] <br> Gold on your fingertips  <br>  <br>  <br>  <br> Fingertips against my cheek <br> Gold leaf across your lips <br> Kiss me until I can’t speak <br> [Verse 4] <br> Gold chain beneath your shirt <br> The shirt that you let me wear home <br> Gold’s fake and real love hurts <br> And nothing hurts when I’m alone <br> When you’re with me and we’re alone <br> [Chorus] <br> And let me crawl inside your veins <br> I’ll build a wall if you are ball and chain <br> It’s not like me to be so mean <br> You’re all I’ve wanted <br> Just let me hold you <br> Hold you like a hostage <br> Like a hostage"
I Didn't Change My Number,"I didn't change my number <br> I only changed who I reply to <br> Laura said I should be nicer <br> But not to you <br> I love a ""you mad at me"" text <br> Shoulda' guessed <br> That you would think I was upset <br> You're obsessed <br> Don't take it out on me <br> I'm out of sympathy for you <br> Maybe you should leave <br> Before I get too mean <br> I didn't change my number <br> I only changed who I believe in <br> You were easy on the eyes  <br>  <br>  <br>  <br> But looks can be deceiving <br> I gotta' work <br> I go to work <br> You don't deserve to feel so hurt <br> You got a lot of fu*kin' nerve <br> I don't deserve, so <br> Don't take it out on me <br> I'm out of sympathy for you <br> Maybe you should leave <br> Before I get too mean <br> And take it out on you, and your best friend too <br> I should've left when Drew said, you were bad news"
